OTU_id,lineage,kingdom,genus,species
193530,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Eucampia,Eukaryota,Eucampia,NA
202000,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.,Eukaryota,Amoebophrya,sp.
159454,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|23|Blastodiniaceae|Blastodinium_04|galatheanum,Eukaryota,Blastodinium,NA
106187,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|16|Gonyaulacaceae|Gonyaulax_04|sp.,Eukaryota,Gonyaulax,NA
70804,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+amoeboides,Eukaryota,Collozoum,amoeboides
57815,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-1|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
15206,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|23|Gonyaulacaceae|Alexandrium_02,Eukaryota,Alexandrium,NA
38762,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|15|Gonyaulacaceae|Gonyaulax_03|polygramma,Eukaryota,Gonyaulax,NA
158834,Eukaryota|Stramenopiles|Stramenopiles_X|MAST|MAST-3-12|MAST-3|Solenicola|Solenicola+sp.,Eukaryota,Solenicola,sp.
190118,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06|mangini,Eukaryota,Blastodinium,NA
229168,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Cyclopoida|Oithona|Oithona+sp.,Eukaryota,Oithona,sp.
96297,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Pterocorys|Pterocorys+zancleus,Eukaryota,Pterocorys,zancleus
115358,Eukaryota|Rhizaria|Cercozoa|Endomyxa-Phytomyxea|Phagomyxida|Phagomyxidae|Phagomyxa|Phagomyxa+sp.,Eukaryota,Phagomyxa,sp.
159923,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Lithomelissa,Eukaryota,Lithomelissa,NA
171248,Eukaryota|Rhizaria|Radiolaria|Acantharea|Arthracanthida-Symphyacanthida|Arthracanthida-Symphyacanthida_X|Acanthometra|Acanthometra+sp.,Eukaryota,Acanthometra,sp.
191982,Eukaryota|Alveolata|Ciliophora|Phyllopharyngea|Suctoria|Paracinetidae|Paracineta|Paracineta+limbata,Eukaryota,Paracineta,limbata
12531,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-1|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
109055,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|28|Gymnodiniaceae|Gymnodinium_06,Eukaryota,Gymnodinium,NA
27510,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Radial-centric-basal-Coscinodiscophyceae|Rhizosolenia|Rhizosolenia+shrubsolei,Eukaryota,Rhizosolenia,shrubsolei
231234,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+sp.,Eukaryota,Amoebophrya,sp.
174024,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|23|Gonyaulacaceae|Alexandrium_02|fundyense,Eukaryota,Alexandrium,NA
99507,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06,Eukaryota,Blastodinium,NA
120323,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|16|Gonyaulacaceae|Gonyaulax_04|sp.,Eukaryota,Gonyaulax,NA
235938,Eukaryota|Excavata|Discoba|Euglenozoa|Diplonemea|Diplonemea_X|Rhynchopus|Rhynchopus+sp.,Eukaryota,Rhynchopus,sp.
158355,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-1|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
57918,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Radial-centric-basal-Coscinodiscophyceae|Rhizosolenia|Rhizosolenia+shrubsolei,Eukaryota,Rhizosolenia,shrubsolei
145506,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06|sp.,Eukaryota,Blastodinium,NA
140284,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-IV|MALV-IV-Syndinium-Group|Syndinium|Syndinium+sp.,Eukaryota,Syndinium,sp.
101207,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|21|Peridiniaceae|Peridinium_03,Eukaryota,Peridinium,NA
133683,Eukaryota|Rhizaria|Foraminifera|Rotaliida|Globigerinacea|Globigerinidae|Globigerinella|Globigerinella+siphonifera,Eukaryota,Globigerinella,siphonifera
27308,Eukaryota|Rhizaria|Foraminifera|Rotaliida|Globigerinacea|Globigerinidae|Globigerinoides|Globigerinoides+ruber,Eukaryota,Globigerinoides,ruber
119208,Eukaryota|Alveolata|Ciliophora|Spirotrichea|Choreotrichia|Tintinnidae|Eutintinnus|Eutintinnus+fraknoi,Eukaryota,Eutintinnus,fraknoi
111336,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.,Eukaryota,Amoebophrya,sp.
184961,Eukaryota|Alveolata|Ciliophora|Spirotrichea|Choreotrichia|Tintinnidae|Eutintinnus|Eutintinnus+fraknoi,Eukaryota,Eutintinnus,fraknoi
206762,Eukaryota|Rhizaria|Radiolaria|Acantharea|Arthracanthida-Symphyacanthida|Arthracanthida-Symphyacanthida_X|Acanthometra|Acanthometra+sp.,Eukaryota,Acanthometra,sp.
213143,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|divergens,Eukaryota,Protoperidinium,NA
14497,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Radial-centric-basal-Coscinodiscophyceae|Guinardia|Guinardia+flaccida,Eukaryota,Guinardia,flaccida
169387,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|05|Blastodiniaceae|Blastodinium_01|contortum,Eukaryota,Blastodinium,NA
91298,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|excentricum,Eukaryota,Protoperidinium,NA
237911,Eukaryota|Rhizaria|Foraminifera|Rotaliida|Globigerinacea|Globigerinidae|Globigerinella,Eukaryota,Globigerinella,NA
179546,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|14|Gonyaulacaceae|Gonyaulax_02|spinifera,Eukaryota,Gonyaulax,NA
236016,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Eukaryota,Amoebophrya,NA
10408,Eukaryota|Rhizaria|Foraminifera|Rotaliida|Globigerinacea|Globigerinidae|Globigerinoides|Globigerinoides+conglobatus,Eukaryota,Globigerinoides,conglobatus
45442,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|35|Kareniaceae_06|Karenia_02|sp.,Eukaryota,Karenia,NA
55115,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|18|Gonyaulacaceae|Gonyaulax_06|cochlea,Eukaryota,Gonyaulax,NA
60543,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Lithomelissa|Lithomelissa+sp.,Eukaryota,Lithomelissa,sp.
105847,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Spumellarida|Spongodiscidae-Coccodiscidae|Dictyocoryne|Dictyocoryne+truncatum,Eukaryota,Dictyocoryne,truncatum
62851,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+sp.,Eukaryota,Amoebophrya,sp.
2095,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.,Eukaryota,Amoebophrya,sp.
49354,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Ceratospyris|Ceratospyris+hyperborea,Eukaryota,Ceratospyris,hyperborea
153248,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|sp.,Eukaryota,Protoperidinium,NA
109286,Eukaryota|Alveolata|Ciliophora|Phyllopharyngea|Suctoria|Paracinetidae|Paracineta|Paracineta+limbata,Eukaryota,Paracineta,limbata
54604,Eukaryota|Rhizaria|Radiolaria|RAD-B|RAD-B_X|RAD-B-Group-IV|Sticholonche|Sticholonche+sp.,Eukaryota,Sticholonche,sp.
93452,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|punctulatum,Eukaryota,Protoperidinium,NA
204082,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Eukaryota,Amoebophrya,NA
230226,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Ceratospyris|Ceratospyris+hyperborea,Eukaryota,Ceratospyris,hyperborea
83730,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|14|Gonyaulacaceae|Gonyaulax_02|spinifera,Eukaryota,Gonyaulax,NA
10116,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|19|Blastodiniaceae|Blastodinium_03|sp.,Eukaryota,Blastodinium,NA
12906,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Thalassicolla|Thalassicolla+nucleata,Eukaryota,Thalassicolla,nucleata
27036,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|punctulatum,Eukaryota,Protoperidinium,NA
39524,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|23|Blastodiniaceae|Blastodinium_04|galatheanum,Eukaryota,Blastodinium,NA
127379,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|59|Gymnodiniaceae|Cochlodinium_02|polykrikoides,Eukaryota,Cochlodinium,NA
83721,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
161164,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Ceratospyris|Ceratospyris+hyperborea,Eukaryota,Ceratospyris,hyperborea
56377,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|59|Gymnodiniaceae|Cochlodinium_02|polykrikoides,Eukaryota,Cochlodinium,NA
78052,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|14|Gonyaulacaceae|Gonyaulax_02|spinifera,Eukaryota,Gonyaulax,NA
26294,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Ceratospyris|Ceratospyris+hyperborea,Eukaryota,Ceratospyris,hyperborea
79202,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|05|Blastodiniaceae|Blastodinium_01|contortum,Eukaryota,Blastodinium,NA
65455,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|09|Protoperidiniaceae|Protoperidinium_03|depressum,Eukaryota,Protoperidinium,NA
95131,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
777,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06|sp.,Eukaryota,Blastodinium,NA
107895,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.,Eukaryota,Amoebophrya,sp.
164881,Eukaryota|Rhizaria|Cercozoa|Endomyxa-Ascetosporea|Paradinida|Paradinidae|Paradinium|Paradinium+poucheti,Eukaryota,Paradinium,poucheti
232163,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+sp.,Eukaryota,Amoebophrya,sp.
32283,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Odontella|Odontella+sinensis,Eukaryota,Odontella,sinensis
32556,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.,Eukaryota,Amoebophrya,sp.
72859,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Thalassicolla|Thalassicolla+pellucida,Eukaryota,Thalassicolla,pellucida
2658,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|42|Peridiniaceae|Peridinium_07|quinquecorne,Eukaryota,Peridinium,NA
190594,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Radial-centric-basal-Coscinodiscophyceae|Rhizosolenia,Eukaryota,Rhizosolenia,NA
218398,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+pelagicum,Eukaryota,Collozoum,pelagicum
7233,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|17|Gonyaulacaceae|Gonyaulax_05|spinifera,Eukaryota,Gonyaulax,NA
25755,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Eukaryota,Amoebophrya,NA
62699,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
34467,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Eukaryota,Amoebophrya,NA
214437,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-2|Amoebophrya,Eukaryota,Amoebophrya,NA
183463,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06|sp.,Eukaryota,Blastodinium,NA
143736,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Ceratospyris|Ceratospyris+hyperborea,Eukaryota,Ceratospyris,hyperborea
61905,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Lithomelissa|Lithomelissa+sp.,Eukaryota,Lithomelissa,sp.
227086,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|37|Kareniaceae_15|Karlodinium_06|micrum,Eukaryota,Karlodinium,NA
120895,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-1|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
60145,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Dinophysiales|03|Dinophysiaceae|Dinophysis_04|fortii,Eukaryota,Dinophysis,NA
216236,Eukaryota|Stramenopiles|Stramenopiles_X|Pirsonia|Pirsonia_X|Pirsonia_XX|Pirsonia|Pirsonia+verrucosa,Eukaryota,Pirsonia,verrucosa
121362,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|23|Gonyaulacaceae|Alexandrium_02,Eukaryota,Alexandrium,NA
26537,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.,Eukaryota,Amoebophrya,sp.
153867,Eukaryota|Rhizaria|Cercozoa|Filosa-Phaeodarea|Phaeogromida|Challengeridae|Challengeron|Challengeron+diodon,Eukaryota,Challengeron,diodon
57395,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Suessiales|03|Suessiaceae|Pelagodinium,Eukaryota,Pelagodinium,NA
195770,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Prorocentrales|03|Prorocentraceae|Prorocentrum_03|belizeanum,Eukaryota,Prorocentrum,NA
197379,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya,Eukaryota,Amoebophrya,NA
140146,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
114439,Eukaryota|Rhizaria|Foraminifera|Rotaliida|Globigerinacea|Globigerinidae|Globigerinoides|Globigerinoides+ruber,Eukaryota,Globigerinoides,ruber
81389,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Eukaryota,Amoebophrya,NA
65413,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Ceratospyris|Ceratospyris+hyperborea,Eukaryota,Ceratospyris,hyperborea
140925,Eukaryota|Excavata|Discoba|Euglenozoa|Diplonemea|Diplonemea_X|Rhynchopus|Rhynchopus+sp.,Eukaryota,Rhynchopus,sp.
118054,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Cyclopoida|Oithona|Oithona+sp.,Eukaryota,Oithona,sp.
130599,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.,Eukaryota,Amoebophrya,sp.
180620,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Lithomelissa|Lithomelissa+sp.,Eukaryota,Lithomelissa,sp.
193861,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|08|Gonyaulacaceae|Alexandrium_01|sp.,Eukaryota,Alexandrium,NA
35689,Eukaryota|Stramenopiles|Stramenopiles_X|MAST|MAST-3-12|MAST-3|Solenicola|Solenicola+sp.,Eukaryota,Solenicola,sp.
201489,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Eukaryota,Amoebophrya,NA
169670,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-1|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
132010,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-1|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
129237,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
9103,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Radial-centric-basal-Coscinodiscophyceae|Coscinodiscus|Coscinodiscus+sp.,Eukaryota,Coscinodiscus,sp.
132555,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|19|Blastodiniaceae|Blastodinium_03|sp.,Eukaryota,Blastodinium,NA
10635,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|09|Protoperidiniaceae|Protoperidinium_03|depressum,Eukaryota,Protoperidinium,NA
52939,Eukaryota|Rhizaria|Radiolaria|Acantharea|Arthracanthida-Symphyacanthida|Arthracanthida-Symphyacanthida_X|Hexaconus|Hexaconus+serratus,Eukaryota,Hexaconus,serratus
133755,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|12|Blastodiniaceae|Blastodinium_02,Eukaryota,Blastodinium,NA
133791,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06|sp.,Eukaryota,Blastodinium,NA
181222,Eukaryota|Stramenopiles|Stramenopiles_X|MAST|MAST-3-12|MAST-3|Solenicola|Solenicola+setigera,Eukaryota,Solenicola,setigera
2109,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+sp.,Eukaryota,Amoebophrya,sp.
76606,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|09|Protoperidiniaceae|Protoperidinium_03|depressum,Eukaryota,Protoperidinium,NA
166776,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Prorocentrales|13|Prorocentraceae|Prorocentrum_13|minimum,Eukaryota,Prorocentrum,NA
167989,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Radial-centric-basal-Coscinodiscophyceae|Guinardia|Guinardia+flaccida,Eukaryota,Guinardia,flaccida
127746,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Eukaryota,Amoebophrya,NA
16897,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|23|Gonyaulacaceae|Alexandrium_02,Eukaryota,Alexandrium,NA
41394,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|60|Gymnodiniaceae|Gymnodinium_09|sp.,Eukaryota,Gymnodinium,NA
140197,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|26|Blastodiniaceae|Blastodinium_05|oviforme,Eukaryota,Blastodinium,NA
38029,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|08|Gonyaulacaceae|Alexandrium_01|monilatum,Eukaryota,Alexandrium,NA
220461,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Ceratospyris|Ceratospyris+hyperborea,Eukaryota,Ceratospyris,hyperborea
131288,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|19|Blastodiniaceae|Blastodinium_03|sp.,Eukaryota,Blastodinium,NA
66558,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|42|Peridiniaceae|Peridinium_07|quinquecorne,Eukaryota,Peridinium,NA
1586,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|08|Gonyaulacaceae|Alexandrium_01,Eukaryota,Alexandrium,NA
74878,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Eukaryota,Amoebophrya,NA
7153,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Ceratospyris|Ceratospyris+hyperborea,Eukaryota,Ceratospyris,hyperborea
28298,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06|sp.,Eukaryota,Blastodinium,NA
75487,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Eukaryota,Amoebophrya,NA
81040,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|42|Peridiniaceae|Peridinium_07|quinquecorne,Eukaryota,Peridinium,NA
142239,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.,Eukaryota,Amoebophrya,sp.
2131,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-1|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
124936,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-I|MALV-I-Clade-4|Euduboscquella,Eukaryota,Euduboscquella,NA
102929,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Lithomelissa,Eukaryota,Lithomelissa,NA
115424,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|23|Gonyaulacaceae|Alexandrium_02,Eukaryota,Alexandrium,NA
147750,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|51|Blastodiniaceae|Blastodinium_08|sp.,Eukaryota,Blastodinium,NA
218851,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Ceratospyris|Ceratospyris+hyperborea,Eukaryota,Ceratospyris,hyperborea
208279,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|51|Blastodiniaceae|Blastodinium_08|sp.,Eukaryota,Blastodinium,NA
29334,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Chaetoceros,Eukaryota,Chaetoceros,NA
175934,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,Eukaryota,Sphaerozoum,punctatum
112458,Eukaryota|Rhizaria|Foraminifera|Rotaliida|Globigerinacea|Globorotaliidae|Globorotalia|Globorotalia+inflata,Eukaryota,Globorotalia,inflata
166459,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|16|Gonyaulacaceae|Gonyaulax_04|sp.,Eukaryota,Gonyaulax,NA
220622,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
158734,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+sp.,Eukaryota,Amoebophrya,sp.
11072,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-1|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
6529,Eukaryota|Rhizaria|Radiolaria|Acantharea|Arthracanthida-Symphyacanthida|Arthracanthida-Symphyacanthida_X|Acanthometra|Acanthometra+sp.,Eukaryota,Acanthometra,sp.
150711,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+pelagicum,Eukaryota,Collozoum,pelagicum
235819,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|18|Gonyaulacaceae|Gonyaulax_06|cochlea,Eukaryota,Gonyaulax,NA
19656,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Suessiales|03|Suessiaceae|Pelagodinium,Eukaryota,Pelagodinium,NA
187190,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
49172,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Eukaryota,Amoebophrya,NA
236657,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Eukaryota,Amoebophrya,ceratii
216367,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|46|Blastodiniaceae|Blastodinium_06|sp.,Eukaryota,Blastodinium,NA
223491,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Nassellarida|Ceratospyris|Ceratospyris+hyperborea,Eukaryota,Ceratospyris,hyperborea
30553,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|28|Gymnodiniaceae|Gymnodinium_06,Eukaryota,Gymnodinium,NA
156876,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|12|Blastodiniaceae|Blastodinium_02|inornatum,Eukaryota,Blastodinium,NA
