Ecological interaction type,High_Level_Tax_org1,genus_org1,species_org1,Accession_org1,High_Level_Tax_org2,genus_org2,species_org2,Accession_org2,Bib_ref,Bib_link,Observation_type
symb,NA,Phaeocystis,NA,NA,Acantharia,Xiphacantha,alata,JN811217,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Xiphacantha,alata,JQ697697,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Xiphacantha,alata,JQ697700,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Xiphacantha,alata,JQ697706,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Xiphacantha,alata,JQ697707,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Xiphacantha,quadridentata,JN811155,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Xiphacantha,quadridentata,JN811169,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Xiphacantha,quadridentata,JN811201,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,NA,Phaeocystis,NA,NA,Acantharia,Xiphacantha,quadridentata,JN811216,(Decelle et al. 2012),10.1073/pnas.1212303109,3
symb,Syndiniales,NA,NA,DQ916407,NA,Actinomma,NA,NA,(Dolven et al. 2007),10.1016/j.protis.2006.07.004,1
symb,Dinophyceae,NA,NA,DQ916408,NA,Androcyclas,gamphonyca,NA,(Dolven et al. 2007),10.1016/j.protis.2006.07.004,1
symb,Dinophyceae,NA,NA,DQ916409,NA,Androcyclas,gamphonyca,NA,(Dolven et al. 2007),10.1016/j.protis.2006.07.004,1
symb,Dinophyceae,NA,NA,DQ916399,NA,Ceratospyris,hyperborea,NA,(Dolven et al. 2007),10.1016/j.protis.2006.07.004,1
symb,Syndiniales,NA,NA,DQ916410,NA,Challengeron,diodon,NA,(Dolven et al. 2007),10.1016/j.protis.2006.07.004,1
symb,Syndiniales,NA,NA,DQ916402,NA,Hexacontium,gigantheum,NA,(Dolven et al. 2007),10.1016/j.protis.2006.07.004,1
symb,Bacillariophyta,NA,NA,DQ916403,NA,Hexacontium,pachydermum,NA,(Dolven et al. 2007),10.1016/j.protis.2006.07.004,1
symb,Syndiniales,NA,NA,DQ916404,NA,Hexacontium,pachydermum,NA,(Dolven et al. 2007),10.1016/j.protis.2006.07.004,1
symb,Syndiniales,NA,NA,DQ916405,NA,Hexacontium,pachydermum,NA,(Dolven et al. 2007),10.1016/j.protis.2006.07.004,1
symb,Dinophyceae,NA,NA,DQ916400,NA,Phorticium,pylonium,NA,(Dolven et al. 2007),10.1016/j.protis.2006.07.004,1
symb,Dinophyceae,NA,NA,DQ916401,NA,Phorticium,pylonium,NA,(Dolven et al. 2007),10.1016/j.protis.2006.07.004,1
symb,Syndiniales,NA,NA,DQ916406,NA,Streblacantha,circumtexta,NA,(Dolven et al. 2007),10.1016/j.protis.2006.07.004,1
symb,Dinophyceae,NA,NA,NA,NA,Globigerina,NA,NA,(Faber et al. 1988),10.2113/gsjfr.18.4.334,2
symb,Prymnesiophyceae,NA,NA,NA,NA,Lithoptera,mulleri,NA,(Febvre & Febvre-Chevalier 1979),10.1017/S0025315400046294,2
par,NA,Parvilucifera,sinerae,EU502912,NA,Alexandrium,andersonii,NA,(Figueroa et al. 2008),10.1016/j.protis.2008.05.003,3
par,NA,Parvilucifera,sinerae,EU502912,NA,Alexandrium,catenella,NA,(Figueroa et al. 2008),10.1016/j.protis.2008.05.003,3
par,NA,Parvilucifera,sinerae,EU502912,NA,Alexandrium,insuetum,NA,(Figueroa et al. 2008),10.1016/j.protis.2008.05.003,3
par,NA,Parvilucifera,sinerae,EU502912,NA,Alexandrium,margalefii,NA,(Figueroa et al. 2008),10.1016/j.protis.2008.05.003,3
par,NA,Parvilucifera,sinerae,EU502912,NA,Alexandrium,minutum,NA,(Figueroa et al. 2008),10.1016/j.protis.2008.05.003,3
par,NA,Parvilucifera,sinerae,EU502912,NA,Alexandrium,ostenfeldii,NA,(Figueroa et al. 2008),10.1016/j.protis.2008.05.003,3
par,NA,Parvilucifera,sinerae,EU502912,NA,Alexandrium,peruvianum,NA,(Figueroa et al. 2008),10.1016/j.protis.2008.05.003,3
par,NA,Parvilucifera,sinerae,EU502912,NA,Gymnodinium,catenatum,NA,(Figueroa et al. 2008),10.1016/j.protis.2008.05.003,3
par,NA,Parvilucifera,sinerae,EU502912,NA,Gymnodinium,nolleri,NA,(Figueroa et al. 2008),10.1016/j.protis.2008.05.003,3
par,NA,Parvilucifera,sinerae,EU502912,NA,Karenia,brevis,NA,(Figueroa et al. 2008),10.1016/j.protis.2008.05.003,3
par,NA,Parvilucifera,sinerae,EU502912,NA,Protoceratium,reticulatum,NA,(Figueroa et al. 2008),10.1016/j.protis.2008.05.003,3
par,NA,Pseudohimantidium,pacificum,NA,NA,Farranula,gibbula,NA,(Gárate-Lizárraga & Muñetón-Gómez 2009),http://dialnet.unirioja.es/servlet/oaiart?codigo=3006236,2
symb,Dinophyceae,NA,NA,NA,NA,Spongodrymus,NA,NA,(Gast & Caron 2001),10.1023/A:1012710909023,2
symb,NA,Scrippsiella,NA,NA,NA,Spongostaurus,NA,NA,(Gast & Caron 2001),10.1023/A:1012710909023,2
symb,NA,Scrippsiella,NA,NA,NA,Thalassicolla,NA,NA,(Gast & Caron 2001),10.1023/A:1012710909023,2
par,Dinophyceae,NA,NA,DQ116021,NA,Thalassicolla,nucleata,NA,(Gast 2006),10.1111/j.1550-7408.2005.00071.x,3
par,Dinophyceae,NA,NA,DQ116022,NA,Thalassicolla,nucleata,NA,(Gast 2006),10.1111/j.1550-7408.2005.00071.x,3
symb,Prymnesiophyceae,NA,NA,NA,NA,Globigerinella,siphonifera,NA,(Gast et al. 2000),10.1046/j.1529-8817.2000.99133.x,2
symb,NA,Tetraselmis,NA,NA,NA,Spongodrymus,NA,NA,(Gast et al. 2000),10.1046/j.1529-8817.2000.99133.x,2
par,NA,Perkinsidae,NA,DQ340768,NA,Sardina,pilchardus,NA,(Gestal et al. 2006),10.1111/j.1462-2920.2006.01008.x,3
par,NA,Chytriodinium,affine,FJ473380,Maxillopoda,NA,NA,NA,(Gómez et al. 2009 a),10.1016/j.ejop.2009.05.004,3
par,NA,Chytriodinium,roseum,FJ663049,Maxillopoda,NA,NA,NA,(Gómez et al. 2009 a),10.1016/j.ejop.2009.05.004,3
par,NA,Dissodinium,pseudolunula,FJ473378,Maxillopoda,NA,NA,NA,(Gómez et al. 2009 a),10.1016/j.ejop.2009.05.004,3
par,NA,Dissodinium,pseudolunula,FJ473379,Maxillopoda,NA,NA,NA,(Gómez et al. 2009 a),10.1016/j.ejop.2009.05.004,3
par,NA,Ellobiopsis,chattonii,FJ593705,NA,Acartia,clausii,NA,(Gómez et al. 2009 b),10.1007/s11230-009-9199,3
par,NA,Ellobiopsis,chattonii,FJ593706,NA,Acartia,clausii,NA,(Gómez et al. 2009 b),10.1007/s11230-009-9199,3
par,NA,Ellobiopsis,chattonii,FJ593707,NA,Acartia,clausii,NA,(Gómez et al. 2009 b),10.1007/s11230-009-9199,3
par,NA,Ellobiopsis,chattonii,FJ593708,NA,Acartia,clausii,NA,(Gómez et al. 2009 b),10.1007/s11230-009-9199,3
par,NA,Chytriodinium,NA,NA,NA,Euphausia,pacifica,NA,(Gomez-Gutierrez et al. 2009),10.1093/plankt/fbp026,2
par,NA,Chytriodinium,roseum,NA,NA,Meganyctiphanes,norvegica,NA,(Gomez-Gutierrez et al. 2009),10.1093/plankt/fbp026,2
par,Ephelotidae,NA,NA,NA,NA,Euphausia,pacifica,NA,(Gomez-Gutierrez et al. 2009),10.1093/plankt/fbp026,2
par,NA,Licmophora,NA,NA,NA,Nematoscelis,difficilis,NA,(Gómez-Gutiérrez et al. 2010),10.3354/dao02155,2
par,NA,Licmophora,NA,NA,NA,Nyctiphanes,simplex,NA,(Gómez-Gutiérrez et al. 2010),10.3354/dao02155,2
par,Apostomatia,NA,NA,NA,NA,Nematoscelis,difficilis,NA,(Gómez-Gutiérrez et al. 2010),10.3354/dao02155,2
par,Apostomatia,NA,NA,NA,NA,Nyctiphanes,simplex,NA,(Gómez-Gutiérrez et al. 2010),10.3354/dao02155,2
par,NA,Thalassomyces,fagei,NA,NA,Nematoscelis,difficilis,NA,(Gómez-Gutiérrez et al. 2010),10.3354/dao02155,2
par,NA,Thalassomyces,fagei,NA,NA,Nyctiphanes,simplex,NA,(Gómez-Gutiérrez et al. 2010),10.3354/dao02155,2
par,NA,Lagenisma,coscinodisci,NA,NA,Coscinodiscus,NA,NA,(Gotelli et al. 1971),10.2307/3757698,2
par,NA,Amoebophrya,NA,AF069516,NA,Akashiwo,sanguinea,NA,(Gunderson et al. 1999),10.1111/j.1550-7408.1999.tb04603.x,3
par,NA,Amoebophrya,NA,AF472554,NA,Gymnodinium,instriatum,NA,(Gunderson et al. 2002),10.1111/j.1550-7408.2002.tb00230.x,3
par,NA,Amoebophrya,NA,AF472553,NA,Karlodinium,micrum,NA,(Gunderson et al. 2002),10.1111/j.1550-7408.2002.tb00230.x,3
